"Timestamp","Discord Username (include ""#0000"" ID number)","ETH Wallet Address (MetaMask)"
"###","001","0xfeb5b7135124f6113e96c2FaDd4C6e261988D7Cc"
"###","002","0xeb692384Bc56C167bEEEca62A16753c7AB5Ea6F7"
"###","003","0xea7619909EbDf3CFdFf7FD1f4c69e31682B767d3"
"###","Lalo","0x4D88535301f606c534531415b8A7b3C5675C1FA3"
"###","Abraham","0xcE36608441F24E2d5642932F2A511D98BBBC06A9"

